Segment Number,Scene Title ,Start Time (min),End Time (min),Start Time (s) , End Time (s) ,Scene Details - A Level ,Scene Details - B Level,Original B Levels (Janice) fixed,Space-In/Outdoor,Who-N/G/M,Name - All,Name - Focus,Name - Speaking,Space-In/Outdoor,Location,Camera Angle,Words on Screen ,Music Presence ,Temporal Relationship ,Type of Jump,Arousal,valence
826,,17:45,17:52,1065,1072,"The Man: ""you are not haunted by the war, Doctor Watson….you miss it.""", ,,Indoor,G,The Man,The Man,The Man,Indoor,Warehouse,Medium,,Yes,,,4,-
827,,17:52,17:54,1072,1074,"The Man leans closer to John. Reluctantly, John's eyes rise up to meet his. ", ,,Indoor,"M, G","John, The Man",John,,Indoor,Warehouse,"Over the Shoulder, Medium",,Yes,,,4,-
828,,17:54,17:57,1074,1077,"The Man whispers: ""Welcome back."" The Man turns to walk away. ", ,,Indoor,G,The Man,The Man,The Man,Indoor,Warehouse,Medium,,Yes,,,4,-
829,,17:57,18:00,1077,1080,"John looks straight ahead and looks angry, but defeated. ",42. John reads the latest message from Sherlock which states that Sherlock's request to go to Baker street could be dangerous. John tells Anthea that he needs to drop by somewhere before going to Baker street. , ,Indoor,M,John,John,,Indoor,Warehouse,Medium,,Yes,,,4,-
830,,18:00,18:02,1080,1082,"The Man is walking away toward John's right, while casually twirling his umbrella as he goes. Just then, John receives another text message alert. John continues to look straight ahead. ",Segment 829-839,,Indoor,"M, G","John, The Man","John, The Man",,Indoor,Warehouse,Medium,,Yes,,,4,-
831,,18:02,18:08,1082,1088,"The Man says while walking away: ""Time to choose a side, Doctor Watson.""", ,,Indoor,"M, G","John, The Man","John, The Man",The Man,Indoor,Warehouse,Medium,,Yes,,,4,-
832,,18:08,18:10,1088,1090,"John turns his head toward The Man and glances at him for a moment, then looks straight ahead once again. ", ,,Indoor,"M, G","John, The Man",John,,Indoor,Warehouse,Medium,,Yes,,,4,-
833,,18:10,18:14,1090,1094,"Behind John, the car door opens. Anthea gets out and walks a few paces towards John, her attention still fixed on the BlackBerry held in front of her in both hands. ", ,,Indoor,"M, G","John, Anthea",John,,Indoor,Warehouse,Medium,,Yes,,,3,-
834,,18:14,18:17,1094,1097,"John half turns toward Anthea at the sound of her footsteps. Anthea says: ""I'm to take you home.""", ,41. Ride back,Indoor,"M, G","John, Anthea",John,Anthea,Indoor,Warehouse,Medium,,Yes,,,3,-
835,,18:17,18:23,1097,1103,John stops and takes out his phone from his left pocket to look at the new message. It reads: Could be dangerous. Sherlock Holmes. John puts the phone back in his left pocket. , ,,Indoor,M,John,John,,Indoor,Warehouse,Medium,Could be dangerous. SH.,Yes,,,3,-
836,,18:23,18:27,1103,1107,John holds out his left hand in front of him and studies the lack of tremor coming from it. He smiles wryly. , ,,Indoor,M,John,John,,Indoor,Warehouse,Medium,,Yes,,,3,-
837,,18:27,18:28,1107,1108,"Anthea asks: ""Address?"" John turns toward her. ", ,,Indoor,"M, G","John, Anthea",John,Anthea,Indoor,Warehouse,Medium,,Yes,,,3,-
838,,18:28,18:33,1108,1113,"John replies: ""Er, Baker Street."" John starts walking toward Anthea and specifies: ""Two two one B Baker Street.""", ,,Indoor,M,John,John,John,Indoor,Warehouse,Medium,,Yes,,,3,-
839,,18:33,18:36,1113,1116,"John walks toward the car while saying: ""But I need to stop off somewhere first.""", ,,Indoor,M,John,John,John,Indoor,Warehouse,Long,,Yes,,,3,-
840,John's Room - Getting a Pistol,18:36,18:41,1116,1121,"Later, John opens the door to his bedroom, walks in, switches on the light, and closes the door behind him. ",43. John goes back to his room and picks up his pistol from his desk. ,,Indoor,M,John,John,,Indoor,John's Room,"Tracking, Medium",,Yes,Jump,2,2,-
841,,18:41,18:45,1121,1125,"John walks toward his desk, looking around to his right. ",Segment 840-844,42. Watson's gun,Indoor,M,John,John,,Indoor,John's Room,"Tracking, Medium",,Yes,,,2,-
842,,18:45,18:46,1125,1126,John opens his desk drawer. , ,,Indoor,M,John,John,,Indoor,John's Room,Medium,,Yes,,,2,-
843,,18:46,18:49,1126,1129,John takes out his pistol from the drawer. John checks the clip of the gun. , ,,Indoor,M,John,John,,Indoor,John's Room,Medium,,Yes,,,2,-
844,,18:49,18:55,1129,1135,John tucks the gun into the back of his waistband of his jeans and turns to leave again. , ,,Indoor,M,John,John,,Indoor,John's Room,Medium,,Yes,,,2,-
845,Baker Street - Anthea,18:55,19:02,1135,1142,"Later, the car pulls up outside of 221B Baker Street. ","44. The car pulls up in front of 221B Baker Street. John asks Anthea not to tell The Man where he went, but it turns out she has already informed him. John attempts to ask her out on a date, but Anthea refuses. ",43. Free time?,Outdoor,N,Nobody,,,Outdoor,Baker Street ,Long,,Yes,Jump,2,2,+
846,,19:02,19:07,1142,1147,"Inside the car, Anthea is still fixated on her phone. John looks across the her and says: ""Listen, your boss - any chance you could not tell him this is where I went?""",Segment 845-857,,Outdoor,"M, G","John, Anthea","John, Anthea",John,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
847,,19:07,19:08,1147,1148,"Anthea nonchalantly says: ""Sure."" lies", ,,Outdoor,"M, G","John, Anthea","John, Anthea",Anthea,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
848,,19:08,19:10,1148,1150,"John: ""question you have told him already, haven't you? lies false reveal""", ,,Outdoor,"M, G","John, Anthea","John, Anthea",John,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
849,,19:10,19:12,1150,1152,"Anthea smiles across to him briefly then admits: ""Yeah."" admit John nods in resignation. ", ,,Outdoor,"M, G","John, Anthea","John, Anthea",Anthea,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
850,,19:12,19:19,1152,1159,"John turns to get out of the car, but just as he opens the door, he turns back to her and asks: ""Hey, um… do you ever get any free time? romantic""", ,,Outdoor,"M, G","John, Anthea","John, Anthea",John,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
851,,19:19,19:21,1159,1161,"Anthea smiles while typing on her phone, and sarcastically says: ""Oh yeah, lots."" shut down", ,,Outdoor,"M, G","John, Anthea","John, Anthea",Anthea,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
852,,19:21,19:25,1161,1165,"John smiles unaware and looks at her, waiting expectantly. She continues working on her phone for a long moment. ", ,,Outdoor,"M, G","John, Anthea","John, Anthea",,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
853,,19:25,19:28,1165,1168,"Anthea turns and looks at him before allowing her gaze to drift past him to the door of 221B. She says: ""Bye."" shut down Indicating that John should leave. ", ,,Outdoor,"M, G","John, Anthea","John, Anthea",Anthea,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
854,,19:28,19:31,1168,1171,"John says: ""Okay"" unable disappointed then he gets out of the car. ", ,,Outdoor,"M, G","John, Anthea","John, Anthea",John,Outdoor,Baker Street ,"Two Shot, Medium",,Yes,,,3,+
855,,19:31,19:34,1171,1174,John gets out of the car onto the street.  , ,,Outdoor,M,John,John,,Outdoor,Baker Street ,Long,,Yes,,,4,+
856,,19:34,19:44,1174,1183,The car drives away and John walks across the pavement to the front door of 221 B. , ,,Outdoor,M,John,John,,Outdoor,Baker Street ,Medium,,Yes,,,4,+
857,,19:43,19:44,1183,1184,John knocks on the door. , ,,Outdoor,M,John,John,,Outdoor,Baker Street ,Medium,,Yes,,,4,+
858,Back to 221B Baker Street - Sherlock and the Suitcase,19:44,19:48,1184,1191,"Side panning view of Sherlock. Upstairs in the living room of the flat, Sherlock is lying stretched out on the sofa with his head towards the window and resting on a cushion. His jacket is off and his shirt sleeves are unbuttoned and pushes up his arms. He has his eyes closed and he is pressing the palm of his right hand firmly onto the underside of his left arm, just below the elbow. ","45. John goes up to the flat where Sherlock is lying down on the sofa with nicotine patches attached to his arm. To John's annoyance, it turns out that Sherlock has asked John to come to Baker street quickly to use John's phone and ask that John send a text to the number on Sherlock's desk. This relates to the murderer making a mistake. ",44. 3 patch problem ,Indoor,M,Sherlock,Sherlock,,Indoor,221B Baker Street Suite ,"Pan, Medium",,Yes,Jump,1,4,+
859,,19:51,19:55,1191,1195,"After a few seconds, his eyes snap open wide and stares fixedly up towards the ceiling. Then he sighs out a noisy breath and relaxes. ",Segment 858-895,,Indoor,M,Sherlock,Sherlock,,Indoor,221B Baker Street Suite ,Medium,,Yes,,,4,+
860,,19:55,19:58,1195,1198,"John comes into the living room and asks: ""What are you doing?""", ,,Indoor,M,"Sherlock, John",John,John,Indoor,221B Baker Street Suite ,Medium,,Yes,,,4,+
861,,19:58,20:00,1198,1200,"Sherlock replies calmly: ""Nicotine patch."" ", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
862,,20:00,20:02,1200,1202,"Sherlock lifts his right hand to show that he has three round nicotine patches stuck to his arm. He says: ""Helps me think.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
863,,20:02,20:09,1202,1209,"Sherlock continues: ""Impossible to sustain a smoking habit in London these days. Bad news for brain work.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
864,,20:09,20:10,1209,1210,"John, walking further into the room, says: ""It's good news for breathing.""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
865,,20:10,20:12,1210,1212,"Sherlock says dismissively: ""Ugh, breathing. Breathing's boring."" John frowns as he looks closer at Sherlock's arm and starts to walk closer to Sherlock. ", ,,Indoor,M,"Sherlock, John",John,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
866,,20:12,20:14,1212,1214,"John walks closer to Sherlock and asks: ""Is that three patches?"" Sherlock remains on the sofa lying down. ", ,,Indoor,M,"Sherlock, John",Sherlock,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
867,,20:14,20:15,1214,1215,"Sherlock presses his hands together in a prayerful position under his chin and replies: ""It's a three patch problem."" Sherlock closes his eyes. John is standing by his head.", ,,Indoor,M,"Sherlock, John",Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
868,,20:15,20:16,1215,1216,John stares at Sherlock for a second. , ,,Indoor,M,John,John,,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
869,,20:16,20:19,1216,1219,"John looks around the room for a moment, then looks out the window for a second. ", ,,Indoor,M,"Sherlock, John","John, Sherlock",,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
870,,20:19,20:21,1219,1221,"John looks down at Sherlock again. He asks: ""Well?""", ,,Indoor,M,"Sherlock, John","Sherlock, John",John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
871,,20:21,20:23,1221,1223,Sherlock does not respond and remains on the sofa with his eyes closed. , ,45. Text the number,Indoor,M,Sherlock,Sherlock,,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
872,,20:23,20:26,1223,1226,"John says: ""You asked me to come, I'm assuming it's important.""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
873,,20:26,20:29,1226,1229,"Sherlock doesn't respond instantly. After a couple of seconds, his eyes snap open. He doesn't bother turning his head to look at John and asks: ""Oh, yeah, of course. Can I borrow your phone?""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
874,,20:29,20:31,1229,1231,"John asks: ""My phone?""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
875,,20:31,20:34,1231,1234,"Sherlock, still with his hands together, replies: ""Don't wanna use mine. Always a chance that the number will be recognised. It's on the website.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
876,,20:34,20:35,1234,1235,"John turns his head toward the door and says: ""Mrs. Hudson's got a phone.""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
877,,20:35,20:37,1235,1237,"Sherlock: ""Yeah, she is downstairs. I tried shouting but she didn't hear.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
878,,20:37,20:39,1237,1239,"John, beginning to get angry, says: ""I was on the other side of London!""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
879,,20:39,20:41,1239,1241,"Sherlock says calmly: ""There was no hurry."" John glares at Sherlock and sighs.", ,,Indoor,M,"Sherlock, John",John,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
880,,20:41,20:43,1241,1243,John reaches into his pocket while staring at Sherlock lying down peacefully., ,,Indoor,M,"Sherlock, John",John,,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
881,,20:43,20:45,1243,1245,"John holds the phone out to Sherlock and says: ""Here.""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
882,,20:45,20:47,1245,1247,"Without opening his eyes, Sherlock holds out his right hand, palm up. John slaps the phone into his hand. ", ,,Indoor,M,"Sherlock, John",Sherlock,,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
883,,20:47,20:50,1247,1250,John glowers at him for a moment and turns and walks a few paces away. , ,,Indoor,M,John,John,,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
884,,20:50,20:52,1250,1252,"Sherlock has lifted his arm and put his hands together again, so that he now has the phone between his palms. John asks: ""So what's this about - the case?""", ,,Indoor,M,"Sherlock, John",Sherlock,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
885,,20:52,20:53,1252,1253,"Sherlock says softly: ""Her case.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
886,,20:53,20:54,1253,1254,"John turns around and asks: ""Her case?"" He is standing in front of the fireplace.", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
887,,20:54,21:00,1254,1260,"Sherlock opens his eyes and says: ""Her suitcase, yes, obviously. The murderer took her suitcase. First big mistake.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
888,,21:00,21:02,1260,1262,"John: ""Okay, he took her case. So?""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
889,,21:02,21:04,1262,1264,"Sherlock say quietly, as if to himself: ""It's no use, there's no other way. We'll have to risk it.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
890,,21:04,21:06,1264,1266,"John is standing, looking at Sherlock. ", ,,Indoor,M,John,John,,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
891,,21:06,21:08,1266,1268,"Sherlock imperiously holds out the phone to John without looking at him and orders: ""On my desk, there's a number. I want you to send a text.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
892,,21:08,21:13,1268,1273,"John half-smiles in disbelief. John says, with a restrained angry voice: ""You brought me here…to send a text.""", ,,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
893,,21:13,21:15,1273,1275,"Sherlock, oblivious to his anger, replies: ""Text, yes. The number on my desk."" Sherlock continues to hold the phone out to John. ", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
894,,21:15,21:18,1275,1278,John continues to glower at him and stretches his neck. , ,,Indoor,M,John,John,,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
895,,21:18,21:21,1278,1281,John stomps across the room and snatches the phone from Sherlock's hand. , ,,Indoor,M,"Sherlock, John","Sherlock, John",,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
896,,21:21,21:24,1281,1284,Sherlock refolds his hands under his chin and closes his eyes and breathes out a sigh. ,"46. John reveals to Sherlock that he spoke with The Man who deemed himself as Sherlock'arch-enemy. To John's surprise, Sherlock knows who this is and says that next time John should take the money and split it with him. ", ,Indoor,M,"Sherlock, John","Sherlock, John",,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
897,,21:24,21:26,1284,1286,"Instead of walking to the table, John walks over to the window and looks out of it into the streets below. ",Segment 896-913,,Indoor,M,"Sherlock, John","Sherlock, John",,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
898,,21:26,21:28,1286,1288,"Sherlock opens his eyes and tilts his head slightly toward John's direction and asks: ""What's wrong?""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
899,,21:28,21:30,1288,1290,"John replies while looking out of the window: ""Just met a friend of yours.""", ,46. Just met a friend of yours,Indoor,M,John,John,John,Indoor,221B Baker Street Suite ,Medium,,No,,,4,+
